path,size_bytes,last_commit_date,ref_count,ref_locations,reason_guess
attic/TO_REMOVE_20250808/nextjs-app/venv/lib/python3.13/site-packages/pandas/_libs/join.cpython-313-x86_64-linux-gnu.so,1334688,never,0,,unknown_orphan
attic/TO_REMOVE_20250808/venv/lib/python3.13/site-packages/pandas/_libs/join.cpython-313-x86_64-linux-gnu.so,1334688,never,0,,unknown_orphan
attic/TO_REMOVE_20250808/microsoft-promptwizard/venv/lib/python3.12/site-packages/pandas/_libs/join.cpython-312-x86_64-linux-gnu.so,1330560,never,0,,legacy_dir
attic/TO_REMOVE_20250808/microsoft-promptwizard/venv/lib/python3.12/site-packages/pyarrow/_flight.cpython-312-x86_64-linux-gnu.so,1326824,never,0,,legacy_dir
attic/TO_REMOVE_20250808/nextjs-app/venv/lib/python3.13/site-packages/pyarrow/_flight.cpython-313-x86_64-linux-gnu.so,1294288,never,0,,unknown_orphan
attic/TO_REMOVE_20250808/venv/lib/python3.13/site-packages/pyarrow/_flight.cpython-313-x86_64-linux-gnu.so,1294288,never,0,,unknown_orphan
attic/TO_REMOVE_20250808/nextjs-app/node_modules/next/dist/compiled/next-server/app-page-turbo-experimental.runtime.dev.js,1285819,never,0,,cache
attic/TO_REMOVE_20250808/nextjs-app/node_modules/next/dist/compiled/next-server/app-page-experimental.runtime.dev.js,1283308,never,0,,cache
attic/TO_REMOVE_20250808/venv/lib/python3.13/site-packages/virtualenv/seed/wheels/embed/setuptools-75.3.2-py3-none-any.whl,1251198,never,0,,unknown_orphan
attic/TO_REMOVE_20250808/nextjs-app/node_modules/axe-core/axe.js,1244505,never,0,,cache
attic/TO_REMOVE_20250808/nextjs-app/node_modules/next/dist/compiled/react-dom-experimental/cjs/react-dom-unstable_testing.development.js,1210277,never,0,,cache+test_artifact
attic/TO_REMOVE_20250808/nextjs-app/node_modules/next/dist/compiled/react-dom-experimental/cjs/react-dom-profiling.development.js,1210116,never,0,,cache
attic/TO_REMOVE_20250808/nextjs-app/node_modules/next/dist/compiled/next-server/app-page-turbo.runtime.dev.js,1208843,never,0,,cache
attic/TO_REMOVE_20250808/nextjs-app/node_modules/next/dist/compiled/next-server/app-page.runtime.dev.js,1206332,never,0,,cache
attic/TO_REMOVE_20250808/venv/lib/python3.13/site-packages/virtualenv/seed/wheels/embed/setuptools-80.9.0-py3-none-any.whl,1201486,never,0,,unknown_orphan
